Position (m),Velocity (m/s),Acceleration (m/s²),Time (s)
0.1895,0,0.0172,663.9
0.1895,-1.90E-05,0.0172,663.95
0.1895,0.0017,0.0174,664
0.1897,0.0017,-1.90E-04,664.05
0.1897,0.0017,0.0174,664.1
0.1899,0.0035,1.90E-04,664.15
0.1901,0.0017,-0.0176,664.2
0.1901,0.0017,0.0174,664.25
0.1902,0.0035,3.80E-04,664.3
0.1904,0.0017,-0.0348,664.35
0.1904,-1.90E-05,-1.90E-04,664.4
0.1904,0.0017,0.0178,664.45
0.1906,0.0018,-0.0344,664.5
0.1906,-0.0017,-0.0348,664.55
0.1904,-0.0017,2.78E-15,664.6
0.1904,-0.0017,5.55E-15,664.65
0.1902,-0.0017,-2.78E-15,664.7
0.1902,-0.0017,-1.90E-04,664.75
0.1901,-0.0017,0.0174,664.8
0.1901,1.90E-05,1.90E-04,664.85
0.1901,-0.0017,-0.0176,664.9
0.1899,-0.0017,0.017,664.95
0.1899,-1.90E-05,0.0346,665
0.1899,0.0017,0.0176,665.05
0.1901,0.0017,-0.0174,665.1
0.1901,-1.90E-05,-1.90E-04,665.15
0.1901,0.0017,0.0174,665.2
0.1902,0.0017,-2.23E-14,665.25
0.1902,0.0017,1.90E-04,665.3
0.1904,0.0017,-0.0172,665.35
0.1904,0,-0.0174,665.4
0.1904,0,1.90E-04,665.45
0.1904,1.90E-05,-0.0172,665.5
0.1904,-0.0017,-0.0174,665.55
0.1902,-0.0017,3.63E-14,665.6
0.1902,-0.0017,-4.47E-14,665.65
0.1901,-0.0017,-3.91E-14,665.7
0.1901,-0.0017,2.78E-15,665.75
0.1899,-0.0017,3.91E-14,665.8
0.1899,-0.0017,-1.90E-04,665.85
0.1897,-0.0017,0.0172,665.9
0.1897,0,0.0174,665.95
0.1897,0,-1.90E-04,666
0.1897,-1.90E-05,0.0172,666.05
0.1897,0.0017,0.0174,666.1
0.1899,0.0017,-1.90E-04,666.15
0.1899,0.0017,0.0172,666.2
0.1901,0.0034,0.0174,666.25
0.1902,0.0034,1.91E-04,666.3
0.1904,0.0035,-0.0172,666.35
0.1906,0.0017,-0.0174,666.4
0.1906,0.0017,1.91E-04,666.45
0.1907,0.0017,-0.0172,666.5
0.1907,0,-0.0174,666.55
0.1907,0,1.91E-04,666.6
0.1907,1.91E-05,-0.017,666.65
0.1907,-0.0017,-0.0346,666.7
0.1906,-0.0034,-0.0174,666.75
0.1904,-0.0034,-7.54E-14,666.8
0.1902,-0.0034,-2.78E-15,666.85
0.1901,-0.0034,3.63E-14,666.9
0.1899,-0.0034,-4.19E-14,666.95
0.1897,-0.0034,-1.89E-04,667
0.1895,-0.0035,0.017,667.05
0.1894,-0.0017,0.0346,667.1
0.1894,0,0.0172,667.15
0.1894,-1.89E-05,0.017,667.2
0.1894,0.0017,0.0346,667.25
0.1895,0.0034,0.0174,667.3
0.1897,0.0034,0,667.35
0.1899,0.0034,-3.91E-14,667.4
0.1901,0.0034,3.08E-14,667.45
0.1902,0.0034,-2.78E-15,667.5
0.1904,0.0034,1.91E-04,667.55
0.1906,0.0035,-0.0172,667.6
0.1907,0.0017,-0.0174,667.65
0.1907,0.0017,3.82E-04,667.7
0.1909,0.0018,-0.0344,667.75
0.1909,-0.0017,-0.0348,667.8
0.1907,-0.0017,1.91E-04,667.85
0.1907,-0.0017,-0.0172,667.9
0.1906,-0.0034,-0.0174,667.95
0.1904,-0.0034,-3.63E-14,668
0.1902,-0.0034,3.63E-14,668.05
0.1901,-0.0034,-1.90E-04,668.1
0.1899,-0.0035,0.0172,668.15
0.1897,-0.0017,0.0174,668.2
0.1897,-0.0017,-1.90E-04,668.25
0.1895,-0.0017,0.0172,668.3
0.1895,0,0.0172,668.35
0.1895,-1.90E-05,0.0172,668.4
0.1895,0.0017,0.0174,668.45
0.1897,0.0017,1.96E-14,668.5
0.1897,0.0017,-2.51E-14,668.55
0.1899,0.0017,-1.90E-04,668.6
0.1899,0.0017,0.0174,668.65
0.1901,0.0035,3.80E-04,668.7
0.1902,0.0017,-0.0348,668.75
0.1902,-1.90E-05,-1.90E-04,668.8
0.1902,0.0017,0.0176,668.85
0.1904,0.0017,-0.017,668.9
0.1904,1.90E-05,-0.0346,668.95
0.1904,-0.0017,-0.0176,669
0.1902,-0.0017,0.0174,669.05
0.1902,1.90E-05,1.90E-04,669.1
0.1902,-0.0017,-0.0176,669.15
0.1901,-0.0017,0.0174,669.2
0.1901,1.90E-05,1.90E-04,669.25
0.1901,-0.0017,-0.0176,669.3
0.1899,-0.0017,0.017,669.35
0.1899,-1.90E-05,0.0346,669.4
0.1899,0.0017,0.0176,669.45
0.1901,0.0017,-0.0174,669.5
0.1901,-1.90E-05,-1.90E-04,669.55
0.1901,0.0017,0.0176,669.6
0.1902,0.0017,-0.0174,669.65
0.1902,-1.90E-05,-1.90E-04,669.7
0.1902,0.0017,0.0176,669.75
0.1904,0.0017,-0.0172,669.8
0.1904,0,-0.0174,669.85
0.1904,0,1.90E-04,669.9
0.1904,1.90E-05,-0.017,669.95
0.1904,-0.0017,-0.0348,670
0.1902,-0.0035,-1.90E-04,670.05
0.1901,-0.0017,0.0174,670.1
0.1901,-0.0017,4.19E-14,670.15
0.1899,-0.0017,-3.91E-14,670.2
0.1899,-0.0017,-2.23E-14,670.25
0.1897,-0.0017,3.91E-14,670.3
0.1897,-0.0017,-1.90E-04,670.35
0.1895,-0.0017,0.017,670.4
0.1895,-1.90E-05,0.0346,670.45
0.1895,0.0017,0.0174,670.5
0.1897,0.0017,-1.90E-04,670.55
0.1897,0.0017,0.0172,670.6
0.1899,0.0034,0.0174,670.65
0.1901,0.0034,1.90E-04,670.7
0.1902,0.0035,-0.0172,670.75
0.1904,0.0017,-0.0176,670.8
0.1904,0.0017,0.0174,670.85
0.1906,0.0035,3.81E-04,670.9
0.1907,0.0017,-0.0346,670.95
0.1907,0,-0.0172,671
0.1907,1.91E-05,-0.0172,671.05
0.1907,-0.0017,-0.0174,671.1
0.1906,-0.0017,3.81E-04,671.15
0.1906,-0.0017,-0.0344,671.2
0.1904,-0.0052,-0.0352,671.25
0.1901,-0.0052,0.0344,671.3
0.1899,-0.0017,0.035,671.35
0.1899,-0.0017,-0.0172,671.4
0.1897,-0.0034,-0.0176,671.45
0.1895,-0.0035,0.017,671.5
0.1894,-0.0017,0.0346,671.55
0.1894,0,0.0172,671.6
0.1894,-1.89E-05,0.0172,671.65
0.1894,0.0017,0.0174,671.7
0.1895,0.0017,-1.90E-04,671.75
0.1895,0.0017,0.0172,671.8
0.1897,0.0034,0.0174,671.85
0.1899,0.0034,7.82E-14,671.9
0.1901,0.0034,6.99E-14,671.95
0.1902,0.0034,-4.19E-14,672
0.1904,0.0034,1.91E-04,672.05
0.1906,0.0035,-0.017,672.1
0.1907,0.0017,-0.0346,672.15
0.1907,0,-0.0172,672.2
0.1907,1.91E-05,-0.017,672.25
0.1907,-0.0017,-0.0348,672.3
0.1906,-0.0035,-1.91E-04,672.35
0.1904,-0.0017,0.0176,672.4
0.1904,-0.0017,-0.0172,672.45
0.1902,-0.0034,-0.0174,672.5
0.1901,-0.0034,-1.90E-04,672.55
0.1899,-0.0035,0.0172,672.6
0.1897,-0.0017,0.0174,672.65
0.1897,-0.0017,-1.90E-04,672.7
0.1895,-0.0017,0.0172,672.75
0.1895,0,0.0172,672.8
0.1895,-1.90E-05,0.0172,672.85
0.1895,0.0017,0.0174,672.9
0.1897,0.0017,-1.90E-04,672.95
0.1897,0.0017,0.0174,673
0.1899,0.0035,1.90E-04,673.05
0.1901,0.0017,-0.0174,673.1
0.1901,0.0017,1.90E-04,673.15
0.1902,0.0017,-0.0172,673.2
0.1902,0,-0.0174,673.25
0.1902,0,0,673.3
0.1902,0,0,673.35
0.1902,0,0,673.4
0.1902,0,1.90E-04,673.45
0.1902,1.90E-05,-0.0172,673.5
0.1902,-0.0017,-0.0174,673.55
0.1901,-0.0017,0,673.6
0.1901,-0.0017,-1.90E-04,673.65
0.1899,-0.0017,0.0172,673.7
0.1899,0,0.0174,673.75
0.1899,0,0,673.8
0.1899,0,-1.90E-04,673.85
0.1899,-1.90E-05,0.0172,673.9
0.1899,0.0017,0.0174,673.95
0.1901,0.0017,0,674
0.1901,0.0017,1.90E-04,674.05
0.1902,0.0017,-0.0174,674.1
0.1902,-1.90E-05,-1.90E-04,674.15
0.1902,0.0017,0.0176,674.2
0.1904,0.0017,-0.017,674.25
0.1904,1.90E-05,-0.0346,674.3
0.1904,-0.0017,-0.0176,674.35
0.1902,-0.0017,0.0174,674.4
0.1902,1.90E-05,3.80E-04,674.45
0.1902,-0.0017,-0.0348,674.5
0.1901,-0.0035,-1.90E-04,674.55
0.1899,-0.0017,0.0176,674.6
0.1899,-0.0017,-0.0174,674.65
0.1897,-0.0035,-3.79E-04,674.7
0.1895,-0.0017,0.0346,674.75
0.1895,0,0.0174,674.8
0.1895,0,-1.90E-04,674.85
0.1895,-1.90E-05,0.0172,674.9
0.1895,0.0017,0.0174,674.95
0.1897,0.0017,-1.90E-04,675
0.1897,0.0017,0.0172,675.05
0.1899,0.0034,0.0174,675.1
0.1901,0.0034,-8.65E-14,675.15
0.1902,0.0034,1.91E-04,675.2
0.1904,0.0035,-0.0172,675.25
0.1906,0.0017,-0.0174,675.3
0.1906,0.0017,1.91E-04,675.35
0.1907,0.0017,-0.0172,675.4
0.1907,0,-0.0172,675.45
0.1907,1.91E-05,-0.017,675.5
0.1907,-0.0017,-0.0346,675.55
0.1906,-0.0034,-0.0174,675.6
0.1904,-0.0034,2.78E-15,675.65
0.1902,-0.0034,3.63E-14,675.7
0.1901,-0.0034,-1.90E-04,675.75
0.1899,-0.0035,0.0172,675.8
0.1897,-0.0017,0.0176,675.85
0.1897,-0.0017,-0.0174,675.9
0.1895,-0.0035,-3.79E-04,675.95
0.1894,-0.0017,0.0346,676
0.1894,0,0.0172,676.05
0.1894,-1.89E-05,0.017,676.1
0.1894,0.0017,0.0348,676.15
0.1895,0.0035,1.89E-04,676.2
0.1897,0.0017,-0.0178,676.25
0.1897,0.0017,0.0346,676.3
0.1899,0.0052,0.0178,676.35
0.1902,0.0035,-0.0348,676.4
0.1902,0.0017,6.92E-07,676.45
0.1904,0.0035,1.90E-04,676.5
0.1906,0.0017,-0.0174,676.55
0.1906,0.0017,1.91E-04,676.6
0.1907,0.0017,-0.017,676.65
0.1907,1.91E-05,-0.0344,676.7
0.1907,-0.0017,-0.0348,676.75
0.1906,-0.0035,-1.91E-04,676.8
0.1904,-0.0017,0.0176,676.85
0.1904,-0.0017,-0.0172,676.9
0.1902,-0.0034,-0.0176,676.95
0.1901,-0.0035,0.0172,677
0.1899,-0.0017,0.0174,677.05
0.1899,-0.0017,-1.90E-04,677.1
0.1897,-0.0017,0.0172,677.15
0.1897,0,0.0174,677.2
0.1897,0,-1.90E-04,677.25
0.1897,-1.90E-05,0.0172,677.3
0.1897,0.0017,0.0174,677.35
0.1899,0.0017,0,677.4
0.1899,0.0017,-1.40E-14,677.45
0.1901,0.0017,0,677.5
0.1901,0.0017,1.90E-04,677.55
0.1902,0.0017,-0.0172,677.6
0.1902,0,-0.0174,677.65
0.1902,0,0,677.7
0.1902,0,0,677.75
0.1902,0,0,677.8
0.1902,0,1.90E-04,677.85
0.1902,1.90E-05,-0.0172,677.9
0.1902,-0.0017,-0.0176,677.95
0.1901,-0.0017,0.0174,678
0.1901,1.90E-05,1.90E-04,678.05
0.1901,-0.0017,-0.0176,678.1
0.1899,-0.0017,0.0172,678.15
0.1899,0,0.0174,678.2
0.1899,0,0,678.25
0.1899,0,-1.90E-04,678.3
0.1899,-1.90E-05,0.0172,678.35
0.1899,0.0017,0.0174,678.4
0.1901,0.0017,3.91E-14,678.45
0.1901,0.0017,-2.51E-14,678.5
0.1902,0.0017,-4.19E-14,678.55
0.1902,0.0017,1.90E-04,678.6
0.1904,0.0017,-0.0172,678.65
0.1904,0,-0.0174,678.7
0.1904,0,1.90E-04,678.75
0.1904,1.90E-05,-0.0172,678.8
0.1904,-0.0017,-0.0174,678.85
0.1902,-0.0017,1.90E-04,678.9
0.1902,-0.0017,-0.0174,678.95
0.1901,-0.0035,-1.90E-04,679
0.1899,-0.0017,0.0176,679.05
0.1899,-0.0017,-0.0174,679.1
0.1897,-0.0035,-3.79E-04,679.15
0.1895,-0.0017,0.0346,679.2
0.1895,0,0.0174,679.25
0.1895,0,-1.90E-04,679.3
0.1895,-1.90E-05,0.0172,679.35
0.1895,0.0017,0.0174,679.4
0.1897,0.0017,-1.90E-04,679.45
0.1897,0.0017,0.0172,679.5
0.1899,0.0034,0.0174,679.55
0.1901,0.0034,-8.65E-14,679.6
0.1902,0.0034,1.91E-04,679.65
0.1904,0.0035,-0.0172,679.7
0.1906,0.0017,-0.0174,679.75
0.1906,0.0017,1.91E-04,679.8
0.1907,0.0017,-0.0172,679.85
0.1907,0,-0.0172,679.9
0.1907,1.91E-05,-0.017,679.95
0.1907,-0.0017,-0.0346,680
0.1906,-0.0034,-0.0174,680.05
0.1904,-0.0034,-3.63E-14,680.1
0.1902,-0.0034,-2.78E-15,680.15
0.1901,-0.0034,3.63E-14,680.2
0.1899,-0.0034,-1.90E-04,680.25
0.1897,-0.0035,0.0172,680.3
0.1895,-0.0017,0.0174,680.35
0.1895,-0.0017,-1.89E-04,680.4
0.1894,-0.0017,0.0172,680.45
0.1894,0,0.0172,680.5
0.1894,-1.89E-05,0.0172,680.55
0.1894,0.0017,0.0174,680.6
0.1895,0.0017,-1.90E-04,680.65
0.1895,0.0017,0.0172,680.7
0.1897,0.0034,0.0174,680.75
0.1899,0.0034,0,680.8
0.1901,0.0034,3.08E-14,680.85
0.1902,0.0034,1.91E-04,680.9
0.1904,0.0035,-0.017,680.95
0.1906,0.0017,-0.0346,681
0.1906,0,-0.0174,681.05
0.1906,0,0,681.1
0.1906,0,1.91E-04,681.15
0.1906,1.91E-05,-0.017,681.2
0.1906,-0.0017,-0.0348,681.25
0.1904,-0.0035,-1.91E-04,681.3
0.1902,-0.0017,0.0176,681.35
0.1902,-0.0017,-0.0174,681.4
0.1901,-0.0035,-1.90E-04,681.45
0.1899,-0.0017,0.0174,681.5
0.1899,-0.0017,-1.90E-04,681.55
0.1897,-0.0017,0.0172,681.6
0.1897,0,0.0174,681.65
0.1897,0,-1.90E-04,681.7
0.1897,-1.90E-05,0.0172,681.75
0.1897,0.0017,0.0174,681.8
0.1899,0.0017,0,681.85
0.1899,0.0017,1.90E-04,681.9
0.1901,0.0017,-0.0174,681.95
0.1901,-1.90E-05,-1.90E-04,682
0.1901,0.0017,0.0176,682.05
0.1902,0.0017,-0.0172,682.1
0.1902,0,-0.0174,682.15
0.1902,0,1.90E-04,682.2
0.1902,1.90E-05,-0.0172,682.25
0.1902,-0.0017,-0.0176,682.3
0.1901,-0.0017,0.0174,682.35
0.1901,1.90E-05,1.90E-04,682.4
0.1901,-0.0017,-0.0176,682.45
0.1899,-0.0017,0.0172,682.5
0.1899,0,0.0174,682.55
0.1899,0,0,682.6
0.1899,0,0,682.65
0.1899,0,-1.90E-04,682.7
0.1899,-1.90E-05,0.0172,682.75
0.1899,0.0017,0.0174,682.8
0.1901,0.0017,-3.91E-14,682.85
0.1901,0.0017,1.90E-04,682.9
0.1902,0.0017,-0.0174,682.95
0.1902,-1.90E-05,-1.90E-04,683
0.1902,0.0017,0.0176,683.05
0.1904,0.0017,-0.0172,683.1
0.1904,0,-0.0172,683.15
0.1904,1.90E-05,-0.0172,683.2
0.1904,-0.0017,-0.0174,683.25
0.1902,-0.0017,-2.23E-14,683.3
0.1902,-0.0017,-5.55E-15,683.35
0.1901,-0.0017,1.90E-04,683.4
0.1901,-0.0017,-0.0172,683.45
0.1899,-0.0034,-0.0176,683.5
0.1897,-0.0035,0.017,683.55
0.1895,-0.0017,0.0348,683.6
0.1895,1.90E-05,3.48E-07,683.65
0.1895,-0.0017,-3.79E-04,683.7
0.1894,-1.90E-05,0.0348,683.75
0.1895,0.0017,3.79E-09,683.8
0.1895,-1.90E-05,-3.79E-04,683.85
0.1895,0.0017,0.0346,683.9
0.1897,0.0034,0.0174,683.95
0.1899,0.0034,0,684
0.1901,0.0034,6.99E-14,684.05
0.1902,0.0034,1.91E-04,684.1
0.1904,0.0035,-0.0172,684.15
0.1906,0.0017,-0.0174,684.2
0.1906,0.0017,1.91E-04,684.25
0.1907,0.0017,-0.017,684.3
0.1907,1.91E-05,-0.0346,684.35
0.1907,-0.0017,-0.0174,684.4
0.1906,-0.0017,1.90E-04,684.45
0.1906,-0.0017,-0.0172,684.5
0.1904,-0.0034,-0.0174,684.55
0.1902,-0.0034,-4.19E-14,684.6
0.1901,-0.0034,3.63E-14,684.65
0.1899,-0.0034,-1.90E-04,684.7
0.1897,-0.0035,0.0172,684.75
0.1895,-0.0017,0.0174,684.8
0.1895,-0.0017,-1.89E-04,684.85
0.1894,-0.0017,0.017,684.9
0.1894,-1.89E-05,0.0346,684.95
0.1894,0.0017,0.0174,685
0.1895,0.0017,-1.90E-04,685.05
0.1895,0.0017,0.0174,685.1
0.1897,0.0035,1.90E-04,685.15
0.1899,0.0017,-0.0176,685.2
0.1899,0.0017,0.0172,685.25
0.1901,0.0034,0.0176,685.3
0.1902,0.0035,-0.0172,685.35
0.1904,0.0017,-0.0174,685.4
0.1904,0.0017,1.91E-04,685.45
0.1906,0.0017,-0.0172,685.5
0.1906,0,-0.0172,685.55
0.1906,1.91E-05,-0.0172,685.6
0.1906,-0.0017,-0.0174,685.65
0.1904,-0.0017,1.90E-04,685.7
0.1904,-0.0017,-0.0174,685.75
0.1902,-0.0035,-1.90E-04,685.8
0.1901,-0.0017,0.0174,685.85
0.1901,-0.0017,2.23E-14,685.9
0.1899,-0.0017,1.96E-14,685.95
0.1899,-0.0017,-1.90E-04,686
0.1897,-0.0017,0.0172,686.05
0.1897,0,0.0174,686.1
0.1897,0,-1.90E-04,686.15
0.1897,-1.90E-05,0.0172,686.2
0.1897,0.0017,0.0174,686.25
0.1899,0.0017,-3.91E-14,686.3
0.1899,0.0017,1.90E-04,686.35
0.1901,0.0017,-0.0174,686.4
0.1901,-1.90E-05,-1.90E-04,686.45
0.1901,0.0017,0.0176,686.5
0.1902,0.0017,-0.0172,686.55
0.1902,0,-0.0172,686.6
0.1902,1.90E-05,-0.0172,686.65
0.1902,-0.0017,-0.0176,686.7
0.1901,-0.0017,0.0174,686.75
0.1901,1.90E-05,1.90E-04,686.8
0.1901,-0.0017,-0.0176,686.85
0.1899,-0.0017,0.0172,686.9
0.1899,0,0.0174,686.95
0.1899,0,0,687
0.1899,0,0,687.05
0.1899,0,0,687.1
0.1899,0,-1.90E-04,687.15
0.1899,-1.90E-05,0.0172,687.2
0.1899,0.0017,0.0174,687.25
0.1901,0.0017,1.96E-14,687.3
0.1901,0.0017,-5.55E-15,687.35
0.1902,0.0017,-2.23E-14,687.4
0.1902,0.0017,1.90E-04,687.45
0.1904,0.0017,-0.0172,687.5
0.1904,0,-0.0174,687.55
0.1904,0,0,687.6
0.1904,0,1.90E-04,687.65
0.1904,1.90E-05,-0.017,687.7
0.1904,-0.0017,-0.0348,687.75
0.1902,-0.0035,-1.90E-04,687.8
0.1901,-0.0017,0.0176,687.85
0.1901,-0.0017,-0.0172,687.9
0.1899,-0.0034,-0.0176,687.95
0.1897,-0.0035,0.0172,688
0.1895,-0.0017,0.0174,688.05
0.1895,-0.0017,-1.89E-04,688.1
0.1894,-0.0017,0.017,688.15
0.1894,-1.89E-05,0.0346,688.2
0.1894,0.0017,0.0174,688.25
0.1895,0.0017,-1.90E-04,688.3
0.1895,0.0017,0.0172,688.35
0.1897,0.0034,0.0174,688.4
0.1899,0.0034,-3.91E-14,688.45
0.1901,0.0034,3.08E-14,688.5
0.1902,0.0034,1.91E-04,688.55
0.1904,0.0035,-0.0172,688.6
0.1906,0.0017,-0.0174,688.65
0.1906,0.0017,1.91E-04,688.7
0.1907,0.0017,-0.017,688.75
0.1907,1.91E-05,-0.0346,688.8
0.1907,-0.0017,-0.0174,688.85
0.1906,-0.0017,1.90E-04,688.9
0.1906,-0.0017,-0.0172,688.95
0.1904,-0.0034,-0.0174,689
0.1902,-0.0034,-4.19E-14,689.05
0.1901,-0.0034,7.54E-14,689.1
0.1899,-0.0034,-1.90E-04,689.15
0.1897,-0.0035,0.0172,689.2
0.1895,-0.0017,0.0174,689.25
0.1895,-0.0017,-1.89E-04,689.3
0.1894,-0.0017,0.017,689.35
0.1894,-1.89E-05,0.0346,689.4
0.1894,0.0017,0.0174,689.45
0.1895,0.0017,-1.90E-04,689.5
0.1895,0.0017,0.0172,689.55
0.1897,0.0034,0.0176,689.6
0.1899,0.0035,-0.0172,689.65
0.1901,0.0017,-0.0176,689.7
0.1901,0.0017,0.0174,689.75
0.1902,0.0035,1.90E-04,689.8
0.1904,0.0017,-0.0174,689.85
0.1904,0.0017,1.91E-04,689.9
0.1906,0.0017,-0.017,689.95
0.1906,1.91E-05,-0.0346,690
0.1906,-0.0017,-0.0174,690.05
0.1904,-0.0017,-1.68E-14,690.1
0.1904,-0.0017,-1.40E-14,690.15
0.1902,-0.0017,1.90E-04,690.2
0.1902,-0.0017,-0.0174,690.25
0.1901,-0.0035,-3.80E-04,690.3
0.1899,-0.0017,0.0348,690.35
0.1899,1.90E-05,1.90E-04,690.4
0.1899,-0.0017,-0.0176,690.45
0.1897,-0.0017,0.0172,690.5
0.1897,0,0.0174,690.55
0.1897,0,-1.90E-04,690.6
0.1897,-1.90E-05,0.0172,690.65
0.1897,0.0017,0.0176,690.7
0.1899,0.0017,-0.0174,690.75
0.1899,-1.90E-05,-1.90E-04,690.8
0.1899,0.0017,0.0176,690.85
0.1901,0.0017,-0.0172,690.9
0.1901,0,-0.0174,690.95
0.1901,0,0,691
0.1901,0,0,691.05
0.1901,0,0,691.1
0.1901,0,1.90E-04,691.15
0.1901,1.90E-05,-0.0172,691.2
0.1901,-0.0017,-0.0176,691.25
0.1899,-0.0017,0.0172,691.3
0.1899,0,0.0174,691.35
0.1899,0,0,691.4
0.1899,0,0,691.45
0.1899,0,0,691.5
0.1899,0,-1.90E-04,691.55
0.1899,-1.90E-05,0.0172,691.6
0.1899,0.0017,0.0174,691.65
0.1901,0.0017,0,691.7
0.1901,0.0017,-2.51E-14,691.75
0.1902,0.0017,1.68E-14,691.8
0.1902,0.0017,1.90E-04,691.85
0.1904,0.0017,-0.0172,691.9
0.1904,0,-0.0174,691.95
0.1904,0,0,692
0.1904,0,0,692.05
0.1904,0,1.90E-04,692.1
0.1904,1.90E-05,-0.017,692.15
0.1904,-0.0017,-0.0346,692.2
0.1902,-0.0034,-0.0174,692.25
0.1901,-0.0034,-1.90E-04,692.3
0.1899,-0.0035,0.0172,692.35
0.1897,-0.0017,0.0174,692.4
0.1897,-0.0017,1.96E-14,692.45
0.1895,-0.0017,-1.96E-14,692.5
0.1895,-0.0017,-1.89E-04,692.55
0.1894,-0.0017,0.017,692.6
0.1894,-1.89E-05,0.0346,692.65
0.1894,0.0017,0.0174,692.7
0.1895,0.0017,-1.90E-04,692.75
0.1895,0.0017,0.0172,692.8
0.1897,0.0034,0.0174,692.85
0.1899,0.0034,3.91E-14,692.9
0.1901,0.0034,1.90E-04,692.95
0.1902,0.0035,-0.0172,693
0.1904,0.0017,-0.0174,693.05
0.1904,0.0017,2.79E-14,693.1
0.1906,0.0017,1.91E-04,693.15
0.1906,0.0017,-0.017,693.2
0.1907,1.91E-05,-0.0348,693.25
0.1906,-0.0017,3.81E-09,693.3
0.1906,1.91E-05,3.81E-04,693.35
0.1906,-0.0017,-0.0346,693.4
0.1904,-0.0034,-0.0174,693.45
0.1902,-0.0034,3.63E-14,693.5
0.1901,-0.0034,-1.90E-04,693.55
0.1899,-0.0035,0.0172,693.6
0.1897,-0.0017,0.0176,693.65
0.1897,-0.0017,-0.0174,693.7
0.1895,-0.0035,-3.79E-04,693.75
0.1894,-0.0017,0.0344,693.8
0.1894,-1.89E-05,0.0346,693.85
0.1894,0.0017,0.0174,693.9
0.1895,0.0017,1.96E-14,693.95
0.1895,0.0017,5.55E-15,694
0.1897,0.0017,-1.90E-04,694.05
0.1897,0.0017,0.0172,694.1
0.1899,0.0034,0.0176,694.15
0.1901,0.0035,-0.0172,694.2
0.1902,0.0017,-0.0174,694.25
0.1902,0.0017,1.90E-04,694.3
0.1904,0.0017,-0.0172,694.35
0.1904,0,-0.0174,694.4
0.1904,0,1.90E-04,694.45
0.1904,1.90E-05,-0.0172,694.5
0.1904,-0.0017,-0.0174,694.55
0.1902,-0.0017,3.63E-14,694.6
0.1902,-0.0017,-4.47E-14,694.65
0.1901,-0.0017,-1.96E-14,694.7
0.1901,-0.0017,-1.90E-04,694.75
0.1899,-0.0017,0.0174,694.8
0.1899,1.90E-05,1.90E-04,694.85
0.1899,-0.0017,-0.0176,694.9
0.1897,-0.0017,0.0172,694.95
0.1897,0,0.0172,695
0.1897,-1.90E-05,0.0172,695.05
0.1897,0.0017,0.0176,695.1
0.1899,0.0017,-0.0174,695.15
0.1899,-1.90E-05,-1.90E-04,695.2
0.1899,0.0017,0.0176,695.25
0.1901,0.0017,-0.0172,695.3
0.1901,0,-0.0174,695.35
0.1901,0,0,695.4
0.1901,0,0,695.45
0.1901,0,0,695.5
0.1901,0,1.90E-04,695.55
0.1901,1.90E-05,-0.0172,695.6
0.1901,-0.0017,-0.0176,695.65
0.1899,-0.0017,0.0172,695.7
0.1899,0,0.0174,695.75
0.1899,0,0,695.8
0.1899,0,1.90E-04,695.85
0.1899,1.90E-05,-0.0174,695.9
0.1899,-0.0017,-3.80E-04,695.95
0.1897,-1.90E-05,0.0346,696
0.1899,0.0017,0.0174,696.05
0.1899,0.0017,-3.36E-14,696.1
0.1901,0.0017,3.91E-14,696.15
0.1901,0.0017,1.40E-14,696.2
0.1902,0.0017,-2.23E-14,696.25
0.1902,0.0017,1.90E-04,696.3
0.1904,0.0017,-0.0174,696.35
0.1904,-1.90E-05,3.48E-07,696.4
0.1904,0.0017,3.81E-04,696.45
0.1906,1.90E-05,-0.0348,696.5
0.1904,-0.0017,3.81E-09,696.55
0.1904,1.90E-05,3.81E-04,696.6
0.1904,-0.0017,-0.0346,696.65
0.1902,-0.0034,-0.0176,696.7
0.1901,-0.0035,0.0172,696.75
0.1899,-0.0017,0.0176,696.8
0.1899,-0.0017,-0.0174,696.85
0.1897,-0.0035,-3.79E-04,696.9
0.1895,-0.0017,0.0346,696.95
0.1895,0,0.0174,697
0.1895,0,0,697.05
0.1895,0,0,697.1
0.1895,0,-1.90E-04,697.15
0.1895,-1.90E-05,0.017,697.2
0.1895,0.0017,0.0346,697.25
0.1897,0.0034,0.0174,697.3
0.1899,0.0034,0,697.35
0.1901,0.0034,1.90E-04,697.4
0.1902,0.0035,-0.0172,697.45
0.1904,0.0017,-0.0174,697.5
0.1904,0.0017,2.79E-14,697.55
0.1906,0.0017,1.91E-04,697.6
0.1906,0.0017,-0.017,697.65
0.1907,1.91E-05,-0.0348,697.7
0.1906,-0.0017,3.81E-09,697.75
0.1906,1.91E-05,3.81E-04,697.8
0.1906,-0.0017,-0.0346,697.85
0.1904,-0.0034,-0.0174,697.9
0.1902,-0.0034,-4.19E-14,697.95
0.1901,-0.0034,-1.90E-04,698
0.1899,-0.0035,0.0172,698.05
0.1897,-0.0017,0.0174,698.1
0.1897,-0.0017,-1.90E-04,698.15
0.1895,-0.0017,0.0172,698.2
0.1895,0,0.0174,698.25
0.1895,0,0,698.3
0.1895,0,-1.90E-04,698.35
0.1895,-1.90E-05,0.017,698.4
0.1895,0.0017,0.0348,698.45
0.1897,0.0035,1.90E-04,698.5
0.1899,0.0017,-0.0176,698.55
0.1899,0.0017,0.0174,698.6
